temp,ph,turb,cons,vib,density,days,protein,wex,system,species,tan
26.741722139252524,7.562815904749093,83.45369842574027,54.97032193561481,87.59979731879645,18.39377169500501,76.9392036362887,0.0,13.03363265852216,2.0,3.0,2.257
37.112857515378494,7.778276280312557,74.57483697844592,77.20720952613348,22.141439471845388,13.809290790262908,55.65580197056898,1.0,10.565362764301227,0.0,2.0,2.386
33.17589095260529,8.807277961645886,40.40155292562349,60.64001025906998,41.596763324386345,92.60783285783128,115.77532445880895,2.0,4.407290993572093,0.0,4.0,15.0
30.77585271554666,7.418011842361708,134.38413408212438,17.497232480061676,79.59367642293819,145.08686676144944,27.058435667124343,2.0,14.294355733498143,0.0,4.0,3.891
22.808335527963855,8.848054148992862,105.90406699088109,26.702221310519985,57.85072134293759,77.89458979843498,70.95491350387394,0.0,13.149402474206305,2.0,1.0,9.35
22.80790136605165,6.737962963637067,190.7228163266328,29.73953656278272,88.62852463618725,12.469707761199244,84.3249917838365,2.0,3.6112018862347983,1.0,2.0,4.415
21.04550501902759,8.597355780463303,8.999888545088698,33.207782828036045,115.34494814674316,37.076705131231144,99.24217423210041,1.0,7.3374370986274045,2.0,0.0,6.127
35.591170623948834,8.788378609247788,142.36320820701755,60.88630527554538,13.9856025258237,40.494971430286746,49.429552620932846,1.0,1.0508349093832519,2.0,1.0,5.047
30.82007021137776,6.990907662660814,168.32285551552033,55.356920184285414,85.14812596776731,53.98928372485775,82.7437070112403,1.0,14.299632949008256,1.0,2.0,10.186
32.745306400328815,7.661935637404941,167.56807208305094,28.284403452778804,27.641298675853744,11.322490620000831,37.08097509472965,1.0,8.59152491582184,1.0,0.0,3.257
20.370520897324443,6.94684939159187,195.16412482682446,16.079935911011837,49.73720728890831,136.20944157219785,52.82165499105661,2.0,3.6780081889224814,0.0,4.0,15.0
37.458377338915895,8.407831148284387,160.9293559368297,25.428898402724627,3.943527095416779,79.7567719846168,107.5796286132045,0.0,4.385989704358136,0.0,1.0,14.074
34.98396753440759,7.945438973766473,204.2625934391978,98.5943181356743,16.308885875123874,102.28496497834581,114.03900551038356,0.0,14.709845589447895,1.0,4.0,15.0
23.82210399220897,8.215373036112467,74.51913876095433,52.1692254812325,38.37327468586796,14.740061349776301,86.5392642843445,0.0,9.234214377062965,1.0,4.0,2.419
23.27284940972781,7.03051481078177,111.69965285183639,88.06109542319012,41.03829663455819,12.846742831529163,45.54787500236602,1.0,6.310246861596056,2.0,4.0,1.371
23.30128117736181,7.071713827541533,5.069366595670167,86.3877220001959,107.95022597545149,90.03782694587935,98.58687700698502,2.0,7.497681926783072,2.0,2.0,14.045
25.476360373271678,6.612042778876747,3.5167540321174844,56.036760171658635,89.01754911198181,133.65792152311016,4.078182725325002,2.0,1.4782510856601505,2.0,0.0,0.517
29.445615769380282,7.36958234502847,54.347603258431334,73.6018937614489,116.66195618244492,81.62989013913432,13.226763354191107,2.0,1.1253414010931402,1.0,2.0,0.859
27.775010335558083,8.011310585600922,23.975968976320587,27.347680937144105,71.88858124022886,132.28378002266038,79.70347462866798,2.0,8.890616149505773,0.0,4.0,15.0
25.242124523564755,8.816424267792787,58.726078209994284,71.95570344342175,29.005647850958155,122.5937345930097,35.658580457136836,2.0,7.6800605466047465,2.0,1.0,5.269
31.01335210500283,8.300704108138437,40.59543820719063,34.514612133696055,39.31860359059714,15.998798940263509,114.21495998965685,2.0,5.387297869551617,2.0,4.0,4.349
22.510889491736755,7.675570073179329,8.217365414825316,84.88558870787357,38.38031079503605,34.28383378592503,52.891212838984266,0.0,8.491709287670467,1.0,0.0,2.784
25.258603673633928,9.07342430886417,200.22830391651877,17.53517197980189,39.17931931959019,100.36804702752465,52.09441362631206,1.0,1.090139241557584,2.0,2.0,9.874
26.59451317928645,8.441962041554746,3.792642642778352,79.58248055967498,80.75570077341789,69.30770046975603,81.69146171272082,0.0,14.159867571473194,1.0,0.0,7.431
28.209259715906647,9.011446047728885,162.4659074654846,18.99432159117576,63.696951370849945,47.15147297880348,92.34065891443657,2.0,4.405675316763328,0.0,2.0,10.482
34.133167305074245,7.924487527834847,35.168239348454605,89.30703132048781,46.250901370397315,65.70190912695696,57.59148983689124,1.0,1.0766818600799832,2.0,0.0,8.043
23.594128078850474,7.199041541941477,200.8660575959128,37.37840663215033,17.89077224744599,69.55394870924198,26.466107303695175,1.0,2.542564088611561,2.0,0.0,2.201
29.256219891445006,6.642632053184749,196.6295148305951,68.89540283475174,2.656699553057509,137.0300763691315,93.02372848434896,1.0,1.4321087172377527,2.0,2.0,15.0
30.663462239516765,8.460429099006396,144.5504499084981,53.875205075825185,26.26016131052311,20.00145113721819,39.12180170996168,1.0,2.6790675653952185,1.0,2.0,2.318
20.83610742895996,6.827518094614942,148.5470446565319,42.96728307361051,12.896568476241752,45.56095828710418,21.838181545969054,2.0,6.251310822399178,1.0,2.0,2.049
30.935807334225892,7.317492846334311,3.1639329493921027,68.08976498651468,94.25340370226873,82.94689840449352,76.16518260107658,2.0,11.070763409032812,0.0,3.0,14.413
23.069434226371246,7.937671451286523,216.70200141276524,95.27706824961142,13.499754937666246,106.2516043614358,11.763986371851697,1.0,4.0852252118255965,1.0,0.0,1.73
21.17092867373503,8.023924787005319,193.36750757952754,13.714277263715967,86.90738847682034,96.44240689909033,116.59096833524053,2.0,6.538899329124658,2.0,3.0,15.0
37.079939670559995,8.121574631865267,197.13315720916006,92.69675702947939,46.279042773129916,141.5381969719222,76.2552744650443,1.0,13.931359318323544,2.0,3.0,15.0
37.38137659534207,6.948889391944191,145.71530907709007,64.81734895189122,8.805406769253118,120.36329409882362,118.32156698968895,2.0,4.437326089889631,1.0,4.0,15.0
34.5511522660963,7.5252909930184515,77.16355044668896,82.65828706921471,97.52760593179029,85.7761420862924,41.32831739395769,1.0,11.920796298970647,0.0,3.0,7.888
25.483047845120673,8.16642441321581,196.81540550172483,44.548745809084984,69.5556684283936,36.128990292658585,116.57341418165736,2.0,2.3672530872354964,1.0,3.0,8.402
21.75809805211491,9.118510934511217,65.55069033695993,52.46586773538524,28.291381543628766,70.37676355332478,18.321907479706205,0.0,2.6748261938587143,1.0,2.0,1.394
32.31619447721882,8.464604071789159,124.67111644860022,88.19656766210475,107.36174091992015,105.54042540819921,5.842677909296386,0.0,6.842293102143985,2.0,2.0,1.923
27.922744887312824,8.991030144153685,23.741351970966363,47.336317282884075,5.430997664466175,126.50451535123231,4.925103194097705,2.0,3.511533756995795,2.0,1.0,2.5
22.196688227206018,8.557972557448277,202.98632736893953,58.11936100741765,24.21835298373155,144.16175254124616,56.31957410130802,2.0,13.545421106913903,2.0,0.0,15.0
28.913184382002864,8.09763581600948,32.68795979412451,11.817543077589962,90.24563133670333,92.79065108999806,10.877499499952778,0.0,0.7612843668521668,1.0,3.0,1.965
20.61899338007393,7.01846309666813,51.027503649228784,24.273820525423808,85.1253516371867,81.4033082591427,61.94797821594461,2.0,8.959088492157594,1.0,3.0,11.441
36.36776723741808,8.300051260109784,123.67324647195086,67.75178571773198,34.71260324693736,7.5653288525665054,39.97255991755916,1.0,9.063440942242798,0.0,0.0,1.748
24.658039668800306,8.18312482809175,168.57227404642998,74.52792109574894,7.442985042333974,15.454365026776092,40.939850104419754,2.0,0.9903889127917154,2.0,2.0,2.239
31.925401118371674,8.126666760234619,137.01858469411317,62.434084310604945,102.96936866699326,27.635224657423038,76.6374705888752,2.0,10.98846322306337,0.0,2.0,5.42
25.610799369609396,7.82242184356825,52.60519299043404,22.89790326480496,37.643716568388314,12.940190022496072,20.408662732042803,0.0,7.03346316768294,2.0,0.0,1.677
29.361224381200593,7.927372830771044,2.205583270992893,50.08648857200514,23.485609791391827,63.12516962671434,92.21985107042799,0.0,10.846100602422128,0.0,0.0,8.767
29.840785028179035,7.402994823218881,167.05882650702173,41.958528972687084,61.92741868331725,53.84738904513647,70.26167945365754,2.0,12.403874789026048,2.0,2.0,9.014
23.327380199459487,7.902144270134218,216.77519704861842,54.60952096315795,109.22726391389368,97.41635289091697,109.8784108328538,1.0,4.843490279860408,1.0,0.0,14.515
37.45252329976205,7.033400945331891,178.5610602267277,88.32961310986849,5.225589341205041,82.6714406503434,44.41603779833528,2.0,7.267288244032315,2.0,2.0,11.665
33.952390820500064,8.673970872873017,102.32504275814215,79.82752947927867,91.89649056370652,91.41576011123966,117.94308405598794,1.0,3.9114116965201706,0.0,0.0,15.0
36.910980948155405,7.001597777686511,199.02126298500522,17.559055125024305,68.69678735264507,73.43669442595984,69.52348995896877,1.0,3.022701952835025,0.0,2.0,12.732
36.10689230769768,6.7294089827015595,91.3467927398003,90.12782779971079,51.053893986218036,45.271886540367284,116.83483278631653,2.0,0.008921370639861093,2.0,1.0,9.471
30.76219961859953,7.677864271164324,116.43563036507592,52.459043603484126,89.2896532926072,143.15967066723917,4.220217831606725,1.0,14.45447268119756,1.0,2.0,2.559
36.5937362304161,8.277430086666367,106.01428929225895,76.94759303973986,115.89893093299588,17.52932816522015,87.62918236707416,0.0,6.613927039944723,2.0,2.0,3.349
21.59286503693455,7.681835427320562,99.58200424108443,22.603530813791693,27.504745339522923,141.13919492246953,98.17796139083562,1.0,0.19604659588311035,1.0,3.0,15.0
23.527691523544615,7.247236156268533,170.99158770607144,70.36475731363433,17.237683808654353,50.12951679538653,7.327621114502021,1.0,0.1340786635207225,2.0,2.0,1.737
20.814091200389687,8.00706219650419,116.83562178474925,31.26934158485121,109.54580942672365,79.33590957825812,69.89739001793325,1.0,4.325288528267926,1.0,0.0,10.79
25.855945953738757,7.43690630561294,71.0443326014971,49.454280742683835,80.27436929487645,20.78213680999419,96.43113293714435,0.0,0.20906518065177626,2.0,4.0,2.454
26.996191214410675,9.018742763341908,58.27848054954828,11.517658307389397,52.55832258743592,15.285004913796344,67.76360830154566,0.0,5.617719264878225,2.0,0.0,3.512
24.884282571930125,8.991141876929644,10.228915098900478,23.644957413742844,68.79114843171396,67.28409006419741,8.59381725825053,2.0,0.9440775215842179,1.0,3.0,1.586
34.91727516473473,7.856403913924657,129.13654529050405,18.28724438112578,89.47366862114929,112.54611957505332,83.52022166689906,1.0,0.5887738672546461,1.0,0.0,15.0
26.421559880484608,7.385286783849298,52.13158855742546,31.57697556444326,92.76382784468606,44.05789274453959,8.211032846123727,0.0,10.04072091111825,2.0,1.0,0.825
25.056821174372853,8.490257517682926,34.29319499957151,19.001628102189002,110.38730169827575,86.54044389562141,98.27879850695618,1.0,13.60261934164327,0.0,4.0,15.0
29.768529496848473,6.59912494740428,144.53493211443373,72.27190239576058,51.22113466747472,45.40429937580866,6.121067813496633,1.0,6.14079874953419,1.0,4.0,0.982
22.536636049545727,7.781876316317858,150.50361820509764,12.613591198829743,35.209309202327404,61.34889382949092,17.350288340234126,2.0,12.55155645413899,0.0,3.0,2.552
34.439545653572715,7.408073164529901,165.9697665121712,65.59664505624983,76.75971201478103,136.43471617870458,33.73780327226895,1.0,0.4389819170362069,0.0,4.0,7.701
21.341911586235874,8.985446889776897,111.77976340181294,22.663704774301685,49.88734791354364,129.09674569676332,76.3704102790352,0.0,11.665350839552737,0.0,2.0,15.0
37.76396485880931,6.5324081736362425,196.90390393444727,95.06453114601072,71.35181447387735,79.82254379555633,117.1867328561254,2.0,0.9419998848433636,0.0,3.0,14.748
33.90040584733983,7.992600164439542,206.12272024081366,93.97846657988688,50.398295814714025,39.52531598345142,15.020919461772195,2.0,12.576591347960274,2.0,1.0,2.137
23.576882267615105,8.49979166887989,178.0068648747627,30.295279226886635,18.35949440138094,33.011667346288306,17.982212636456293,1.0,13.23549517308096,1.0,4.0,2.434
